,Datetime,Likes_Count,retweet_Count,Tweet Id,Text,Username
0,2021-04-30 14:54:47+00:00,51352,6410,1388144810305802245,Thank you guys for your kind wishes. Let’s win this for 🇮🇳 together. https://t.co/P0D9qQVAF5,ImRo45
1,2021-04-18 06:27:54+00:00,19508,2021,1383668593297006600,"Even the tiniest change in our mindset, in our activities or in our understanding of what we can do to help will have a massive ripple effect on our environment. Protecting our oceans means protecting our future 🌊🐠🐬🐳🦈🐋❤️(3/3)",ImRo45
2,2021-04-18 06:27:14+00:00,19998,1965,1383668425390583810,"I was afraid of the ocean at the start but as I learnt more about it and all the amazing marine life it houses and the massive role it plays for our survival, I fell in love instantly. (2/3)",ImRo45
3,2021-04-18 06:26:48+00:00,74251,6390,1383668317357961217,Our reefs are the heart and souls of our oceans. Nothing makes me happier than a healthy reef. My love for the ocean cannot be put into words and saving it will forever be my cause. (1/3) https://t.co/shlGt7MVKv,ImRo45
4,2021-04-14 08:28:28+00:00,30309,3038,1382249384859955201,"I walk out with my cause but it won’t end there, I need you guys to walk with me. Let’s get our oceans healthy again. 🌊🐠🐋🦈🐬🐳🦭 (2/2)",ImRo45
5,2021-04-14 08:27:59+00:00,73895,6194,1382249262902235138,The other cause that’s extremely close to my heart. This one hits hard! This is a hundred percent in our control to reverse. I take my cause with me while I go out and do what I love! (1/2) https://t.co/ZF5xP1zy9k,ImRo45
6,2021-04-10 14:55:51+00:00,13988,1397,1380897318182907905,"It’s #ElClásico time! 

Very excited for the game. I’m rooting for @realmadriden. What’s your pick? @LaLigaEN",ImRo45
7,2021-04-10 07:38:19+00:00,35410,2907,1380787208743911426,It was special for me to take a cause so close to my heart with me on the field while I do what I love. Every step matters. 🦏❤️ (2/2),ImRo45
8,2021-04-10 07:37:47+00:00,98127,7428,1380787077055270912,Yesterday when I walked on to the field it was more than just a game for me. Playing cricket is my dream and helping make this world a better place is a cause we all need to work towards. (1/2) https://t.co/fM22VolbYq,ImRo45
9,2021-04-09 04:36:36+00:00,44591,3790,1380379090717343744,The 🄲🄰🅄🅂🄴🅂 I support ❤️ Stay tuned! 😉 https://t.co/L8q8UiHwur,ImRo45
10,2021-04-07 04:50:13+00:00,29421,2488,1379657745448636421,"Team effort isse kehte hai. Just like our @mipaltan  team!😃

📽️ https://t.co/sM2U9QaRmK

@Jaspritbumrah93 @krunalpandya24 @hardikpandya7 @QuinnyDeKock69 #TeamHaiTohMazaaHai",ImRo45
11,2021-04-06 11:33:18+00:00,75916,6376,1379396795420184581,"Hello Paltan! We’re getting closer to the opening match of #VIVOIPL, where we will face one of the best teams in RCB.

Jeet ke liye kaun sa mantra try karoon? Share your thoughts using #RohitMantra.

Mark your calendars – April 9, 7:30 PM ko #SabKuchRoKo!",ImRo45
